text,final agreed label,is_synthetic
"You are the manager of your own time, and you get to choose where to draw the line between work and your personal life.",Emphasize Autonomy,True
"Remember that you are the captain of your own ship, and you decide which harbor to steer toward.",Emphasize Autonomy,True
"We can explore all the options together, but the final decision on which path to take is entirely yours.",Emphasize Autonomy,True
It is entirely your decision whether you want to cut back on your drinking or keep things as they are right now.,Emphasize Autonomy,True
You are the only one who can determine what boundaries feel safe and healthy for you in this relationship.,Emphasize Autonomy,True
Whether you choose to stay at this job or look for a new career path is completely up to you.,Emphasize Autonomy,True
"You get to decide if today is the day you throw away the pack, or if you need more time to prepare.",Emphasize Autonomy,True
"It is your body, so you are the one who gets to choose which dietary changes, if any, you want to try.",Emphasize Autonomy,True
How much effort you put into studying this semester is a choice that only you can make for yourself.,Emphasize Autonomy,True
"We can talk about these habits, but ultimately, you are in the driver's seat when it comes to making any change.",Emphasize Autonomy,True
"You are the expert on your own life, so you decide how much space you want to give your family right now.",Emphasize Autonomy,True
"I can offer some suggestions, but you are the only one who knows what will actually work in your daily routine.",Emphasize Autonomy,True
"You get to decide how to manage your stress, whether that means taking a break or pushing through.",Emphasize Autonomy,True
It is entirely up to you to determine if the time you spend online is helping or hurting your goals.,Emphasize Autonomy,True
Only you can weigh the pros and cons and decide if staying in this partnership is the right path for you.,Emphasize Autonomy,True
No one can force you to stay sober; that is a commitment that has to come from you when you are ready.,Emphasize Autonomy,True
You have the ultimate control over how you structure your day and where you invest your energy.,Emphasize Autonomy,True
"You are the author of your own story, so you get to write the next chapter on your own terms.",Emphasize Autonomy,True
"If you decide that losing weight isn't your priority right now, that is a perfectly valid choice for you to make.",Emphasize Autonomy,True
You get to choose who you let into your inner circle and how much of yourself you share with them.,Emphasize Autonomy,True
"It is your future on the line, so you are the one who decides which job offer feels right to accept.",Emphasize Autonomy,True
"Even if everyone else wants you to quit smoking, the choice remains one hundred percent yours.",Emphasize Autonomy,True
"You know yourself better than anyone else, so you are the best person to decide what step to take next.",Emphasize Autonomy,True
"At the end of the day, whether you decide to pour that drink tonight is entirely in your hands.",Emphasize Autonomy,True
You are the only one who can weigh the pros and cons of staying in this job versus starting your own business.,Emphasize Autonomy,True
It is completely up to you to decide how much space you want to give your partner to sort out their own issues.,Emphasize Autonomy,True
"I can share some strategies with you, but you are the only one who knows if now is the right time to quit smoking.",Emphasize Autonomy,True
You get to decide what health goals make sense for your body and your lifestyle right now.,Emphasize Autonomy,True
Choosing whether to finish this degree or take a gap year is a decision only you can make.,Emphasize Autonomy,True
How we spend our time in these sessions is completely guided by what you feel ready to tackle.,Emphasize Autonomy,True
You have the ultimate say on how much contact you want to maintain with your family members.,Emphasize Autonomy,True
"No one else can force you to go to the gym, so it has to be a choice that feels right for you.",Emphasize Autonomy,True
"You are the expert on your own body, and deciding to start this medication is 100% your choice.",Emphasize Autonomy,True
You are in the driver's seat when it comes to deciding how to budget and manage your savings.,Emphasize Autonomy,True
You have the absolute freedom to walk away from this career path if it no longer serves your well-being.,Emphasize Autonomy,True
"Whether you choose to drink at the party this weekend is entirely your call, regardless of what your friends do.",Emphasize Autonomy,True
Only you can set the boundaries around your work hours to prevent yourself from burning out.,Emphasize Autonomy,True
You get to determine if seeking closure with your ex is worth the emotional energy it might take.,Emphasize Autonomy,True
It is your decision whether to adopt a new meal plan or stick with your current eating habits.,Emphasize Autonomy,True
You are in complete control of how many social engagements you want to agree to this month.,Emphasize Autonomy,True
"I am here to support you, but the choice of whether to cut back on smoking weed remains entirely yours.",Emphasize Autonomy,True
How you choose to nurture your own mental health is a personal decision that only you can make.,Emphasize Autonomy,True
You get to decide which coping strategies you want to try out and which ones just don't fit your life.,Emphasize Autonomy,True
"Ultimately, the decision about how to proceed with your smoking habit rests entirely with you.",Emphasize Autonomy,True
"Your journey to quit drinking is your own, and you are the one in the driver's seat.",Emphasize Autonomy,True
Whether you choose to pursue that promotion or stay in your current role is a choice only you can make.,Emphasize Autonomy,True
"The path you take with your studies, and the effort you put in, is entirely up to your discretion.",Emphasize Autonomy,True
You have the power to decide if and how you want to change your eating habits.,Emphasize Autonomy,True
"Ultimately, how you want to navigate this relationship is a decision that lies solely with you.",Emphasize Autonomy,True
The control over whether you set those boundaries in your friendships is yours alone.,Emphasize Autonomy,True
You get to define what success looks like for yourself in your career.,Emphasize Autonomy,True
The choice to continue with this exercise routine or to modify it is entirely in your hands.,Emphasize Autonomy,True
Only you can determine the right pace and approach for your personal growth.,Emphasize Autonomy,True
The power to decide whether to engage with that difficult conversation is yours.,Emphasize Autonomy,True
It's your prerogative to explore different strategies for managing your stress.,Emphasize Autonomy,True
You are the expert on your own body and what feels right for your diet.,Emphasize Autonomy,True
The autonomy to choose how you want to express your feelings is fundamental.,Emphasize Autonomy,True
"Ultimately, the responsibility for your well-being is yours to embrace.",Emphasize Autonomy,True
You have the freedom to decide which of these suggestions resonates most with you.,Emphasize Autonomy,True
The final say on whether to pursue this new hobby is absolutely yours.,Emphasize Autonomy,True
You hold the reins when it comes to deciding how to spend your free time.,Emphasize Autonomy,True
The choice to communicate your needs in this situation is entirely within your power.,Emphasize Autonomy,True
"Ultimately, the direction you steer your life is a journey you command.",Emphasize Autonomy,True
